	age	job	marital	education	default	balance	housing	loan	contact	previous	poutcome	y
527	49	11	1	2	0	66	0	0	1	0	3	0
528	43	8	2	1	0	2567	1	0	1	2	1	0
529	40	5	2	3	0	1584	1	0	2	0	3	0
530	32	8	3	2	0	182	1	0	1	0	3	0
531	58	5	2	1	0	76	1	0	2	0	3	0
532	34	1	3	2	0	663	1	0	1	0	3	0
533	46	10	1	2	0	3455	1	0	3	0	3	0
534	29	2	2	2	0	15	0	0	1	0	3	0
535	52	2	2	1	0	1054	0	0	1	0	3	0
536	45	5	2	3	0	1529	0	0	1	0	3	0
537	26	5	3	2	0	63	0	0	1	0	3	0
538	40	10	2	3	0	0	0	0	1	0	3	0
539	41	1	2	2	0	920	1	1	3	0	3	0
540	47	1	3	2	0	3696	0	0	1	4	2	1
541	27	10	3	4	0	59	0	0	1	0	3	0
542	27	8	2	2	0	0	1	0	1	0	3	0
543	48	2	2	2	0	157	1	0	3	0	3	0
544	49	1	2	2	0	2465	0	0	1	0	3	0
545	35	2	2	1	0	0	1	0	1	0	3	0
546	47	7	2	2	1	2	0	0	1	0	3	0
547	54	5	2	3	0	0	0	0	1	0	3	0
548	39	5	3	3	0	12437	0	0	2	0	3	0
549	28	9	3	2	0	378	1	0	1	0	3	0
550	54	2	2	1	0	211	0	0	3	0	3	0
551	34	10	2	2	0	-228	1	0	1	3	4	0
552	63	6	2	2	0	2747	0	0	1	1	1	0
553	42	7	2	3	0	1932	1	0	3	0	3	0
554	43	10	3	2	0	11269	0	0	3	0	3	0
555	37	1	2	2	0	1314	1	0	1	7	2	0
556	55	2	2	1	0	2275	0	0	1	0	3	0
557	43	5	3	3	0	1304	0	0	1	0	3	1
558	41	2	2	2	1	720	0	1	1	0	3	1
559	47	10	1	2	0	2914	1	0	1	0	3	0
560	34	10	2	2	0	1464	1	0	3	0	3	0
561	28	9	3	2	0	11555	0	0	1	0	3	0
562	36	8	2	2	0	-302	1	0	1	0	3	0
563	50	10	2	2	0	2497	1	0	1	1	1	0
564	35	2	2	2	0	-339	1	0	3	0	3	0
565	40	10	2	2	0	56	1	1	1	1	1	0
566	26	7	3	3	0	211	0	0	1	0	3	0
567	36	5	1	3	0	3611	1	0	3	0	3	0
568	59	11	2	1	0	0	0	0	1	0	3	0
569	28	9	3	2	0	459	0	0	1	0	3	0
570	46	3	2	4	0	242	1	0	3	0	3	0
571	50	7	2	2	0	1138	0	0	1	0	3	0
572	53	5	2	3	0	1319	1	0	1	1	1	0
573	81	6	2	2	0	1	0	0	1	0	3	0
574	35	8	1	2	0	67	1	0	1	0	3	0
575	58	6	2	4	0	937	0	0	1	0	3	0
576	44	8	2	2	0	0	1	1	1	0	3	0
577	38	5	2	3	0	-558	1	0	1	0	3	0
578	49	2	2	2	0	171	0	0	1	2	4	0
579	33	10	3	3	0	696	0	1	1	8	1	0
580	29	5	2	3	0	361	1	1	1	0	3	0
581	28	10	3	2	0	227	0	0	1	0	3	1
582	31	1	2	2	0	236	1	1	2	0	3	0
583	33	5	3	3	0	-53	0	0	1	0	3	0
584	52	10	2	2	0	192	1	0	1	0	3	0
585	43	5	1	3	0	38	1	0	1	0	3	0
586	32	7	3	2	0	518	1	0	1	0	3	0
587	36	7	2	3	0	16	1	1	1	0	3	0
588	41	2	2	2	0	-256	1	0	3	0	3	0
589	43	2	2	2	0	105	0	1	1	0	3	0
590	45	7	2	3	0	334	0	0	3	0	3	0
591	39	10	2	2	0	1048	0	1	1	0	3	0
592	41	8	2	2	0	108	1	1	3	0	3	0
593	31	10	2	2	0	660	0	0	1	0	3	0
594	37	11	3	3	1	0	1	0	1	0	3	0
595	28	3	2	4	0	1034	0	0	1	0	3	0
596	47	4	2	1	0	201	1	0	1	1	1	0
597	37	4	2	1	0	189	0	0	1	0	3	0
598	60	6	1	4	0	-49	1	0	1	2	1	0
599	43	10	1	2	0	1413	1	0	2	0	3	0
600	58	6	1	3	0	264	1	1	1	0	3	0
601	52	3	2	3	0	54	1	1	2	0	3	0
602	50	2	2	1	0	12519	1	0	1	4	2	0
603	32	8	3	2	0	2881	0	0	1	0	3	1
604	42	2	2	1	0	0	1	0	1	0	3	0
605	31	1	2	2	0	88	1	1	1	0	3	0
606	28	2	2	2	0	1020	1	0	3	0	3	0
607	36	10	1	3	0	119	0	0	1	0	3	0
608	51	11	3	3	0	1594	0	0	2	0	3	0
609	46	10	2	3	0	342	1	1	1	0	3	0
610	50	8	3	2	0	72	0	0	3	0	3	0
611	32	2	2	2	0	14	1	0	3	0	3	0
612	26	3	3	3	0	81	0	0	1	0	3	0
613	41	7	2	3	0	231	0	0	1	0	3	1
614	39	10	2	3	0	1161	1	0	1	1	1	0
615	31	2	2	2	0	-45	1	0	3	0	3	0
616	28	5	3	3	0	231	1	1	1	0	3	0
617	31	5	3	2	0	36	0	0	1	0	3	0
618	30	10	2	3	0	1570	1	0	1	0	3	0
619	35	10	2	3	0	7050	0	0	1	4	2	1
620	33	2	2	1	0	3704	1	0	3	0	3	0
621	30	10	3	3	0	6619	1	0	1	0	3	0
622	32	2	3	2	0	-84	1	0	1	0	3	0
623	40	5	3	3	0	1509	0	0	1	3	1	0
624	31	7	2	3	0	1134	0	0	1	0	3	0
625	36	10	2	2	0	146	1	1	3	0	3	0
626	33	5	3	3	0	9449	1	0	1	0	3	0
627	57	6	2	2	0	374	1	1	1	0	3	0
628	45	10	2	2	0	88	0	0	1	0	3	0
629	59	5	2	3	0	2764	0	0	1	2	1	0
630	30	5	3	3	0	2	1	1	1	0	3	1
631	33	10	2	3	0	8023	0	0	1	3	1	0
632	52	2	2	2	0	289	1	0	3	0	3	0
633	83	6	2	2	0	0	0	0	1	0	3	0
634	58	7	1	3	0	1382	0	0	3	0	3	1
635	33	5	1	3	1	280	0	1	1	0	3	0
636	41	2	1	1	0	2195	1	0	3	0	3	0
637	31	7	2	2	0	33	0	0	1	0	3	0
638	35	2	1	2	0	275	0	1	1	0	3	0
639	27	5	3	3	0	703	1	0	3	0	3	1
640	57	1	1	4	0	887	0	0	3	0	3	0
641	56	12	2	4	0	0	0	0	3	0	3	0
642	53	1	3	2	0	1178	1	0	3	0	3	0
643	39	5	2	3	0	2763	1	0	3	0	3	1
644	32	3	3	3	0	890	1	1	1	0	3	0
645	46	7	2	2	0	548	0	0	1	0	3	1
646	56	10	2	3	0	272	0	0	1	0	3	0
647	46	5	1	3	0	6269	1	0	2	2	1	0
648	29	3	2	2	0	178	1	0	1	0	3	0
649	60	5	2	1	0	252	1	1	1	3	1	0
650	33	4	3	3	0	23663	1	0	1	2	1	0
651	27	3	3	3	0	81	0	0	1	3	1	0
652	50	7	1	3	0	59	1	0	3	0	3	0
653	45	8	2	2	0	1343	0	1	1	0	3	0
654	58	6	2	2	0	225	0	0	1	0	3	0
655	59	6	2	1	0	0	1	0	3	0	3	0
656	58	6	1	1	0	2538	1	0	1	0	3	0
657	64	6	2	1	0	43	0	0	1	1	2	0
658	47	10	2	2	0	57	0	0	1	1	2	0
659	40	5	2	3	0	-117	1	0	1	0	3	0
660	36	10	1	2	0	666	1	1	1	1	4	0
661	28	5	3	3	0	0	1	0	1	0	3	1
662	38	10	3	3	0	25	1	0	1	0	3	1
663	53	3	2	1	0	1034	1	0	1	3	4	0
664	46	2	3	2	0	324	1	0	3	0	3	0
665	54	10	2	2	0	0	0	0	2	8	1	0
666	32	5	2	3	0	0	0	0	1	0	3	0
667	55	5	2	1	0	621	0	1	1	1	1	0
668	55	6	1	2	0	138	0	0	1	0	3	0
669	56	10	2	2	0	4063	0	1	2	0	3	0
670	40	2	2	2	0	11084	0	0	3	0	3	0
671	44	10	2	2	0	310	1	0	1	1	1	0
672	32	3	2	4	0	73	1	0	1	1	1	0
673	33	5	2	3	0	1808	1	0	3	0	3	0
674	41	11	1	2	0	1281	0	0	1	0	3	0
675	37	10	2	2	0	64	1	0	1	2	4	0
676	58	5	3	3	0	2	1	0	2	0	3	0
677	52	2	2	2	0	60	0	1	1	0	3	0
678	49	8	3	2	0	133	0	0	3	0	3	0
679	44	4	2	1	0	3706	0	0	3	0	3	0
680	28	1	3	4	0	174	0	0	1	0	3	0
681	31	10	2	2	0	251	0	1	1	0	3	0
682	37	7	2	2	0	4153	1	0	1	0	3	0
683	30	10	3	3	0	985	1	0	1	0	3	0
684	28	8	3	2	0	168	0	0	1	2	2	1
685	46	8	2	2	0	1550	1	0	1	8	1	0
686	47	5	2	3	0	7708	1	0	1	0	3	0
687	35	2	2	1	0	-12	1	0	3	0	3	0
688	80	5	2	1	0	6483	0	0	2	0	3	0
689	30	10	3	3	0	60	1	1	3	0	3	0
690	55	10	3	2	0	3339	1	0	3	0	3	0
691	22	9	3	3	0	1161	0	1	1	0	3	0
692	33	2	3	1	0	599	1	0	3	0	3	0
693	53	3	2	4	0	28	0	0	1	0	3	0
694	49	5	2	3	0	1430	0	0	1	0	3	0
695	51	6	2	2	0	35	0	1	1	0	3	0
696	41	7	2	3	0	6000	1	0	1	0	3	0
697	34	10	2	2	0	0	1	0	1	0	3	0
698	36	2	3	2	0	340	0	1	3	0	3	0
699	35	3	2	3	0	0	0	0	1	4	1	0
700	29	8	2	2	0	3	1	0	1	0	3	0
701	40	10	3	3	0	445	1	0	1	0	3	0
702	32	5	1	3	0	874	0	0	1	0	3	1
703	48	2	2	2	0	705	0	0	3	0	3	0
704	59	6	2	4	0	1033	0	0	3	0	3	1
705	35	7	1	3	0	1354	1	0	3	0	3	1
706	33	10	3	3	0	123	0	0	1	0	3	0
707	55	6	2	1	0	8894	0	0	3	0	3	0
708	41	2	2	2	0	429	1	0	3	0	3	0
709	42	4	2	1	0	14752	0	0	3	0	3	0
710	46	2	2	1	0	67	0	0	3	0	3	0
711	35	4	1	2	0	39	0	0	1	0	3	0
712	28	10	3	3	0	102	0	0	1	0	3	0
713	25	9	3	2	0	1790	0	0	1	3	1	0
714	56	5	3	3	0	15311	0	0	1	0	3	0
715	30	1	3	2	0	-635	0	0	1	0	3	0
716	45	2	2	2	0	115	0	0	1	0	3	0
717	40	5	2	3	0	10786	0	0	3	0	3	0
718	40	2	2	2	0	498	1	0	1	4	1	0
719	39	2	2	2	0	1045	1	1	1	0	3	0
720	48	3	2	3	0	810	0	0	3	0	3	0
721	31	10	3	3	0	-162	1	0	1	0	3	0
722	32	5	2	3	0	55	0	0	1	0	3	0
723	34	8	2	2	0	586	1	1	3	0	3	0
724	26	10	3	2	0	455	0	0	1	8	4	0
725	31	5	2	3	0	1010	1	0	1	9	4	0
726	37	5	3	3	0	509	1	0	1	0	3	0
727	29	9	3	4	0	2929	0	0	1	0	3	0
728	57	10	2	2	0	3071	1	1	1	0	3	0
729	47	5	3	3	0	153	1	0	1	0	3	0
730	38	7	3	2	0	1146	1	0	3	0	3	0
731	48	2	2	1	0	1092	0	1	1	8	1	0
732	50	5	2	3	0	3463	0	1	1	0	3	1
733	33	1	2	2	0	1158	1	0	1	0	3	0
734	28	1	3	2	0	26	1	0	1	0	3	0
735	30	8	3	2	0	566	0	0	1	0	3	0
736	52	10	1	2	0	204	0	0	1	0	3	0
737	36	10	2	2	0	480	0	0	1	0	3	1
738	36	10	3	2	0	1855	1	0	1	1	1	0
739	46	8	2	2	0	1034	0	0	1	0	3	0
740	57	5	2	3	0	3250	0	0	1	0	3	0
741	28	5	3	2	0	1633	0	0	1	0	3	1
742	46	8	2	2	0	0	1	0	1	1	4	0
743	55	6	2	1	0	3334	0	0	1	0	3	1
744	33	5	2	3	0	4020	1	1	1	0	3	0
745	53	5	2	2	0	66	0	1	2	0	3	0
746	41	10	3	2	0	-41	1	1	1	0	3	0
747	60	2	2	2	0	322	1	0	1	0	3	0
748	35	3	2	1	0	2643	0	1	1	0	3	0
749	43	2	1	1	0	49	1	0	3	0	3	0
750	57	1	1	1	0	1	0	0	3	0	3	0
751	46	1	2	2	0	3098	1	0	2	0	3	0
752	31	2	2	1	0	352	1	0	3	0	3	0
753	53	10	2	2	0	65	0	0	1	0	3	0
754	35	2	2	2	0	1949	1	0	3	0	3	0
755	32	1	3	2	0	739	1	0	1	0	3	0
756	48	5	2	3	0	1167	1	1	1	0	3	1
757	50	1	2	2	0	231	1	0	1	0	3	0
758	40	2	2	1	0	1136	1	0	3	0	3	0
759	42	3	2	3	0	233	0	0	1	0	3	0
760	59	1	2	2	0	817	0	0	1	0	3	0
761	27	2	3	1	0	1128	1	0	3	0	3	0
762	32	5	3	3	0	1831	1	0	1	0	3	0
763	35	10	3	2	0	450	1	0	1	0	3	0
764	28	8	2	2	0	0	1	0	1	8	1	0
765	37	5	1	2	0	414	0	0	1	4	1	0
766	57	5	2	1	0	1052	1	0	3	0	3	0
767	42	1	3	2	0	1022	1	0	3	0	3	0
768	55	1	2	1	0	343	1	0	1	0	3	0
769	52	5	2	3	0	1944	1	0	1	2	1	0
770	26	2	3	2	0	-32	1	1	1	0	3	0
771	52	10	2	2	0	1781	1	0	3	0	3	0
772	26	5	3	3	0	350	0	0	1	0	3	0
773	33	11	2	2	0	2	1	0	1	0	3	0
774	24	2	3	1	0	111	1	1	3	0	3	0
775	37	5	1	3	0	168	1	0	3	0	3	0
776	28	10	3	2	0	3	0	0	2	6	1	0
777	30	10	3	2	0	102	1	0	3	0	3	0
778	33	2	2	1	0	0	1	0	3	0	3	0
779	55	12	2	1	0	159	0	0	3	0	3	0
780	33	2	2	2	0	1134	1	0	3	0	3	0
781	42	2	2	2	0	352	1	0	1	0	3	0
782	37	5	2	3	0	865	1	0	1	0	3	0
783	59	2	2	1	0	179	1	0	3	0	3	0
784	27	2	3	2	0	5	1	0	3	0	3	0
785	23	9	2	3	1	-230	1	0	1	0	3	0
786	51	5	1	3	0	0	0	0	1	0	3	0
787	50	2	2	1	0	3924	1	0	1	0	3	0
788	43	10	2	2	0	764	1	0	1	0	3	0
789	37	2	1	1	0	511	1	0	2	0	3	0
790	34	5	3	3	0	4348	1	0	1	0	3	0
791	41	5	2	3	0	3016	1	0	1	0	3	0
792	26	9	3	2	0	279	0	0	1	0	3	0
793	49	5	1	3	0	1405	0	0	3	0	3	0
794	29	2	3	2	0	908	1	0	3	0	3	1
795	30	5	3	3	0	162	1	0	3	0	3	0
796	38	8	1	2	0	792	0	0	3	0	3	0
797	58	5	2	2	0	111	0	0	2	0	3	0
798	34	9	3	4	0	1281	0	0	1	1	1	0
799	53	8	1	4	0	1012	1	0	1	0	3	0
800	50	5	2	3	0	2881	0	0	1	5	4	0
801	30	2	3	2	0	445	1	0	1	2	1	0
802	40	5	2	2	0	643	1	0	1	1	1	0
803	57	4	3	2	0	254	0	0	1	0	3	0
804	40	5	2	3	0	-1212	1	0	1	18	1	0
805	41	10	2	2	0	2125	1	1	1	4	1	0
806	53	10	1	4	0	629	1	0	1	0	3	0
807	48	2	2	2	0	-202	1	1	1	0	3	0
808	32	10	3	2	0	271	1	0	1	2	4	0
809	34	5	2	3	0	703	1	0	1	0	3	1
810	46	2	2	2	0	-216	1	0	1	0	3	0
811	45	8	1	2	0	88	0	1	1	0	3	0
812	51	1	3	3	0	16	1	0	1	0	3	0
813	31	5	2	2	0	466	1	0	1	0	3	0
814	47	10	2	2	0	-75	1	0	1	1	4	0
815	32	2	2	2	0	456	0	0	1	0	3	0
816	41	10	2	2	0	77	1	0	1	0	3	0
817	37	8	3	2	0	-244	0	0	3	0	3	0
818	27	2	3	1	0	1209	0	0	1	0	3	0
819	27	8	2	2	0	58	1	0	1	2	4	0
820	50	5	2	2	1	421	0	0	1	0	3	0
821	31	5	3	3	0	112	1	0	1	1	1	0
822	40	7	2	3	0	13669	0	0	1	8	4	0
823	43	5	2	3	0	1429	1	0	1	2	4	1
824	39	10	2	3	0	794	0	0	2	0	3	0
825	31	3	3	3	0	1957	0	0	1	0	3	0
826	48	10	2	2	0	454	1	0	1	0	3	0
827	32	2	3	1	0	882	0	1	1	0	3	0
828	47	11	2	1	0	168	1	0	2	1	4	0
829	35	5	3	3	0	714	1	0	1	0	3	0
830	42	5	3	3	0	0	0	0	1	0	3	0
831	47	2	2	2	0	1996	0	0	3	0	3	1
832	59	6	2	2	0	163	0	0	1	0	3	0
833	38	1	2	2	0	3190	1	0	3	0	3	0
834	50	11	2	2	0	1772	0	0	1	0	3	0
835	27	8	3	2	0	-151	0	0	1	0	3	0
836	55	4	2	1	0	16	0	0	3	0	3	0
837	39	8	3	2	0	7066	1	0	1	3	4	1
838	31	10	3	3	0	454	0	0	1	0	3	0
839	37	3	2	3	0	4798	1	0	3	0	3	0
840	28	10	3	2	1	-298	1	0	3	0	3	0
841	42	10	2	2	0	439	0	0	1	0	3	0
842	40	8	1	2	0	1927	1	0	3	0	3	0
843	59	5	3	2	0	671	1	1	1	5	1	0
844	40	8	3	2	0	65	1	0	1	0	3	0
845	43	10	2	2	0	-932	1	0	1	0	3	0
846	38	10	3	2	0	4366	1	0	1	0	3	0
847	54	6	2	1	0	0	1	0	1	0	3	0
848	41	2	2	2	0	4900	1	0	2	0	3	0
849	55	4	1	1	0	976	0	0	1	3	4	1
850	33	5	2	3	0	148	0	0	3	0	3	0
851	46	2	2	2	0	5	0	0	1	0	3	0
852	36	5	2	2	0	-148	0	0	1	0	3	0
853	48	10	1	3	0	113	0	1	1	0	3	0
854	42	5	2	2	0	-105	1	0	1	0	3	0
855	46	5	1	3	0	624	0	0	1	2	2	1
856	49	10	2	2	1	-1680	1	1	3	0	3	0
857	36	2	2	2	0	-461	0	0	1	1	1	0
858	34	10	3	3	0	144	1	1	1	19	1	0
859	51	3	1	3	0	4	1	1	1	0	3	0
860	58	2	2	1	0	309	0	0	1	0	3	0
861	48	5	2	3	0	866	0	0	1	0	3	0
862	41	1	3	2	0	1020	1	0	3	0	3	1
863	49	7	2	1	0	489	1	0	3	0	3	0
864	43	5	2	1	0	8167	1	0	3	0	3	0
865	32	2	3	2	0	-255	0	1	3	0	3	0
866	54	6	2	2	0	3671	0	0	3	0	3	0
867	33	2	1	1	0	636	1	0	1	0	3	0
868	35	10	2	2	0	141	1	0	1	0	3	0
869	56	10	2	2	0	150	1	1	1	1	1	0
870	57	10	2	2	0	839	0	1	3	0	3	0
871	31	4	3	1	0	26965	0	0	1	0	3	1
872	33	10	3	2	0	716	1	0	1	0	3	0
873	29	10	3	3	0	2485	0	0	2	0	3	0
874	38	5	3	3	0	15030	1	0	1	7	4	0
875	37	1	2	2	0	11303	0	0	1	0	3	0
876	33	3	2	3	0	595	0	0	1	0	3	0
877	30	5	3	3	0	19358	0	0	1	0	3	0
878	31	7	3	2	0	203	0	1	1	0	3	0
879	28	10	3	3	0	183	1	1	3	0	3	0
880	26	1	3	2	0	255	0	0	1	1	2	1
881	31	10	3	2	0	102	1	0	2	2	1	0
882	50	4	1	1	0	94	1	0	1	0	3	0
883	45	3	2	1	0	58	1	0	2	3	1	0
884	48	5	2	1	0	606	0	0	1	0	3	0
885	41	10	2	2	0	0	0	1	1	0	3	0
886	60	10	2	1	0	65	1	0	3	0	3	1
887	41	2	2	2	0	338	1	0	3	0	3	0
888	43	2	2	1	0	757	1	0	3	0	3	0
889	36	5	2	3	0	9269	1	1	1	0	3	0
890	40	2	2	1	0	1206	0	1	2	0	3	0
891	28	5	3	3	0	882	0	1	1	2	1	0
892	27	9	3	3	0	5291	0	0	1	2	1	1
893	49	5	3	2	0	61	1	0	1	1	1	0
894	37	10	2	3	0	0	1	0	1	0	3	0
895	31	2	2	2	0	1407	1	0	1	0	3	0
896	31	10	3	2	1	25	0	0	1	0	3	0
897	31	2	2	2	0	1354	1	1	1	0	3	0
898	35	2	2	1	0	793	1	0	1	0	3	0
899	51	2	1	4	0	10287	1	0	3	0	3	0
900	33	10	3	2	0	5235	0	0	1	0	3	0
901	30	10	3	3	0	3	1	0	1	2	1	0
902	58	10	3	2	0	409	0	1	1	0	3	0
903	34	1	2	3	0	35	1	0	1	2	1	0
904	45	5	2	3	0	-459	0	0	1	0	3	0
905	28	8	3	2	0	198	0	0	1	0	3	1
906	31	2	2	1	0	99	1	0	1	1	4	0
907	40	5	2	3	0	60	0	0	3	0	3	0
908	30	8	3	2	0	3485	0	0	1	0	3	0
909	34	3	2	2	0	-139	1	1	3	0	3	0
910	40	2	2	2	0	952	0	1	3	0	3	0
911	59	6	2	1	0	1427	0	0	3	0	3	0
912	43	10	3	3	0	1017	1	0	3	0	3	0
913	41	5	2	3	0	-29	0	0	1	2	1	0
914	33	10	1	2	0	9	0	0	1	0	3	0
915	33	5	2	2	0	4040	1	0	1	0	3	0
916	36	2	2	2	0	13	0	0	3	0	3	0
917	32	7	3	2	0	1259	0	0	1	0	3	0
918	25	1	2	2	0	18	1	0	1	0	3	0
919	25	2	2	2	0	-76	1	0	3	0	3	0
920	38	10	3	3	0	221	0	0	1	0	3	0
921	34	5	2	3	0	136	1	0	1	0	3	0
922	67	2	2	2	0	16353	0	0	1	0	3	0
923	32	2	2	2	0	-63	1	0	3	0	3	0
924	45	4	2	1	0	7353	0	0	1	0	3	0
925	33	2	2	1	0	511	1	0	3	0	3	0
926	38	1	2	1	0	3913	1	0	1	2	1	0
927	32	10	1	2	0	1097	1	0	3	0	3	0
928	54	6	1	3	0	6102	1	1	3	0	3	0
929	51	1	1	2	0	340	1	0	3	0	3	0
930	42	2	2	1	0	-119	1	0	1	0	3	0
931	41	1	2	2	0	2993	1	0	1	0	3	0
932	39	5	1	3	0	3575	0	1	1	0	3	0
933	38	2	2	2	0	361	1	0	3	0	3	0
934	39	5	2	2	0	1072	1	0	3	0	3	0
935	46	2	2	1	0	2904	0	0	1	0	3	0
936	50	3	1	3	0	1790	0	1	1	0	3	0
937	33	2	2	2	0	86	1	0	3	0	3	0
938	37	10	2	2	0	1633	1	0	3	0	3	0
939	31	5	2	3	0	8312	0	0	1	0	3	0
940	34	2	1	4	0	172	0	0	1	0	3	1
941	34	5	2	3	0	0	1	0	1	2	2	1
942	36	5	2	3	0	222	1	0	1	2	1	0
943	40	10	2	2	0	109	0	0	3	0	3	0
944	40	2	2	2	0	1451	0	0	1	0	3	1
945	41	10	2	2	0	1066	0	0	1	0	3	1
946	52	5	2	3	0	3163	0	0	1	0	3	0
947	40	8	3	2	0	888	1	0	3	0	3	0
948	48	2	3	4	0	428	1	0	1	0	3	0
949	33	5	1	2	0	106	0	0	1	0	3	0
950	44	10	1	2	0	0	0	0	1	0	3	0
951	55	5	2	3	0	979	0	1	1	0	3	0
952	51	1	2	2	0	2662	0	0	2	0	3	0
953	34	5	3	3	0	84	0	0	1	0	3	0
954	58	6	1	4	0	5920	1	0	1	0	3	0
955	39	5	3	3	0	816	1	0	1	0	3	0
956	27	11	3	2	0	3276	0	0	1	2	4	0
957	55	5	1	4	0	2	1	0	3	0	3	0
958	35	10	3	2	0	-51	0	0	3	0	3	0
959	37	10	3	3	0	3315	1	0	1	0	3	0
960	52	10	2	2	0	196	1	1	1	3	1	0
961	41	2	2	2	0	552	1	0	1	0	3	0
962	52	1	2	2	0	2347	0	1	1	0	3	0
963	34	2	3	2	0	3723	1	0	3	0	3	0
964	53	5	1	1	0	255	0	0	1	0	3	0
965	33	5	3	3	0	3143	0	0	1	0	3	1
966	47	7	2	2	0	0	0	0	3	0	3	0
967	35	2	2	2	0	6411	1	1	1	2	1	0
968	33	5	3	3	0	1909	0	0	1	0	3	0
969	55	2	2	1	0	3873	0	0	2	0	3	0
970	58	7	2	1	0	1013	1	0	1	1	1	1
971	44	1	2	2	0	262	1	0	1	0	3	0
972	25	8	3	2	0	3217	1	0	3	0	3	0
973	37	10	3	2	0	5436	1	0	1	1	1	0
974	41	2	2	1	0	2067	1	0	1	0	3	0
975	34	2	3	2	0	215	0	0	1	0	3	1
976	36	8	1	2	0	1594	0	0	3	0	3	0
977	44	7	2	3	0	134	0	0	1	0	3	0
978	34	3	1	3	0	262	0	0	1	0	3	0
979	56	2	1	1	0	3021	0	0	3	0	3	0
980	43	5	1	3	0	388	1	0	3	0	3	1
981	28	2	3	2	0	3412	1	0	1	0	3	0
982	54	2	2	2	0	1291	1	0	3	0	3	0
983	37	10	1	2	0	79	0	0	1	0	3	0
984	59	7	2	3	0	2013	0	0	1	2	2	1
985	58	2	1	2	0	543	0	1	2	0	3	0
986	56	5	1	3	0	1016	1	0	3	0	3	0
987	32	2	3	2	0	604	0	1	1	0	3	0
988	42	5	3	3	0	525	0	0	1	0	3	0
989	52	6	1	1	0	353	0	0	1	0	3	0
990	46	5	2	3	0	964	1	0	1	0	3	0
991	37	1	2	3	0	3913	1	0	1	0	3	1
992	39	2	2	1	0	879	1	0	3	0	3	0
993	31	1	2	2	0	314	1	0	1	0	3	0
994	59	4	2	1	0	0	0	0	1	0	3	0
995	38	2	2	2	0	1370	1	0	1	0	3	0
996	58	5	2	2	0	37	0	0	1	0	3	0
997	34	5	3	3	0	673	1	1	1	1	1	0
998	40	8	2	2	0	-342	1	0	3	0	3	0
999	20	9	3	2	0	291	0	0	2	5	1	0
1000	34	10	2	2	0	209	1	1	1	0	3	0
1001	31	10	3	3	0	438	1	0	1	0	3	0
1002	39	1	3	2	0	1242	1	0	3	0	3	0
1003	34	3	2	3	0	355	1	0	3	0	3	0
1004	24	2	2	2	0	204	1	1	1	0	3	0
1005	41	5	2	3	0	10758	1	0	1	0	3	0
1006	40	5	2	3	0	5	1	0	1	0	3	0
1007	45	10	3	2	0	410	1	0	3	0	3	1
1008	36	5	2	3	0	605	1	0	3	0	3	0
1009	53	5	2	3	0	4	0	0	3	0	3	0
1010	23	9	3	2	0	8494	0	0	1	0	3	0
1011	42	3	2	1	0	198	1	0	3	0	3	0
1012	48	2	2	2	0	841	1	0	3	0	3	0
1013	34	5	2	3	0	8	0	0	1	0	3	0
1014	36	1	2	2	0	470	1	0	1	0	3	0
1015	43	6	2	2	0	520	1	0	3	0	3	0
1016	36	2	2	2	0	439	1	0	3	0	3	0
1017	49	2	2	2	0	-454	1	0	1	0	3	1
1018	55	6	2	2	0	466	0	0	3	0	3	0
1019	53	6	2	2	0	665	1	0	1	0	3	1
1020	42	10	2	2	0	994	1	0	1	5	1	1
1021	45	1	2	2	0	5346	1	1	3	0	3	1
1022	31	2	2	2	0	1243	1	0	3	0	3	0
1023	32	1	2	3	0	0	1	0	3	0	3	0
1024	36	2	2	2	0	2357	1	0	3	0	3	0
1025	56	6	2	2	0	1044	0	0	2	0	3	1
1026	46	1	2	2	0	1069	1	0	3	0	3	0
1027	41	4	3	2	0	231	0	0	1	0	3	0
1028	31	1	2	2	0	0	1	1	3	0	3	0
1029	32	10	2	2	0	266	1	0	1	0	3	0
1030	38	5	2	3	0	-70	1	0	1	3	4	0
1031	49	6	3	1	0	25824	0	0	3	0	3	0
1032	46	5	3	1	0	538	0	0	3	0	3	0
1033	29	10	3	2	0	534	1	0	1	0	3	0
1034	36	1	2	4	0	2323	0	0	1	0	3	0
1035	38	1	2	2	0	1852	1	0	1	0	3	0
1036	53	10	2	2	0	2647	1	0	3	0	3	0
1037	43	5	2	3	0	2767	1	0	3	0	3	0
1038	41	5	2	3	0	176	1	1	3	0	3	0
1039	42	5	3	2	0	9720	0	0	1	0	3	0
1040	55	2	1	2	0	1613	1	0	1	3	1	1
1041	39	1	1	2	0	2903	1	1	2	0	3	0
1042	30	1	3	2	0	81	1	0	1	3	4	0
1043	41	2	2	2	0	780	1	0	1	0	3	0
1044	44	11	2	3	0	178	0	0	1	0	3	0
1045	58	5	2	3	0	299	0	0	1	0	3	0
1046	35	6	2	1	0	285	1	0	1	0	3	0
1047	27	2	2	2	0	872	1	0	1	0	3	0
1048	34	8	2	2	0	1337	0	0	1	3	2	1
1049	25	8	2	2	0	72	1	0	1	0	3	0
1050	36	2	2	2	0	0	0	0	3	0	3	0
1051	38	2	2	2	0	-388	1	0	3	0	3	0
1052	30	1	2	2	0	11	1	0	1	0	3	0
